admin3_pcode,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,fatalities,score_i,index_battles,index_explosions_remote_violence,index_violence_against_civilians,index_fatalities,index_strategic_developments,index_protests_and_riots,env_battles,env_explosions_remote_violence,env_violence_against_civilians,env_fatalities,score_env,admin1,admin3,partners,beneficiaries
MMR013013,4,21,19,14,12,20,0.21145178611651855,0.026143790849673196,0.2727272727272727,0.25000000000000006,0.037037037037037035,0.15053763440860216,0.5428571428571429,0.026143790849673203,0.2727272727272727,0.25,0.037037037037037035,0.14647702515349575,Yangon,Thaketa,NA,NA
MMR013014,0,6,3,4,5,4,0.04693046426271741,0,0.0779220779220779,0.10416666666666666,0.00740740740740741,0.043010752688172046,0.08571428571428572,0,0.07792207792207792,0.10416666666666667,0.007407407407407408,0.047374037999038,Yangon,Dawbon,NA,NA
MMR013015,1,16,26,20,5,7,0.22726777214456867,0.006535947712418299,0.20779220779220778,0.10416666666666666,0.012962962962962963,0.21505376344086025,0.742857142857143,0.006535947712418301,0.2077922077922078,0.10416666666666667,0.012962962962962963,0.08286444628356393,Yangon,Tamwe,NA,NA
MMR013016,0,6,2,6,1,1,0.032080672504596786,0,0.0779220779220779,0.020833333333333336,0.0018518518518518506,0.06451612903225808,0.05714285714285715,0,0.07792207792207792,0.020833333333333332,0.001851851851851852,0.025151815776815776,Yangon,Pazundaung,NA,NA
MMR013017,1,6,1,5,3,8,0.033742626622869205,0.006535947712418299,0.0779220779220779,0.0625,0.014814814814814814,0.05376344086021506,0.028571428571428574,0.006535947712418301,0.07792207792207792,0.0625,0.014814814814814815,0.04044321011232776,Yangon,Botahtaung,NA,NA
MMR013018,6,19,10,13,16,47,0.17419418075540027,0.039215686274509796,0.24675324675324672,0.33333333333333337,0.08703703703703705,0.13978494623655915,0.2857142857142857,0.0392156862745098,0.24675324675324675,0.3333333333333333,0.08703703703703704,0.17658482584953172,Yangon,Dagon Myothit (South),1,2770
MMR013019,0,16,9,17,7,17,0.12552662038942947,0,0.20779220779220778,0.14583333333333334,0.031481481481481485,0.18279569892473121,0.2571428571428571,0,0.2077922077922078,0.14583333333333334,0.03148148148148148,0.09627675565175565,Yangon,Dagon Myothit (North),NA,NA
MMR013020,0,3,0,5,2,7,0.018370178876751356,0,0.03896103896103897,0.04166666666666667,0.012962962962962963,0.05376344086021506,0,0,0.03896103896103896,0.041666666666666664,0.012962962962962963,0.02339766714766715,Yangon,Dagon Myothit (East),NA,NA
MMR013021,0,10,4,4,8,13,0.07033961244247172,0,0.12987012987012986,0.16666666666666669,0.024074074074074074,0.043010752688172046,0.1142857142857143,0,0.12987012987012986,0.16666666666666666,0.024074074074074074,0.08015271765271766,Yangon,Dagon Myothit (Seikkan),2,276430
MMR013022,0,9,10,3,7,6,0.09963237874519962,0,0.11688311688311687,0.14583333333333334,0.011111111111111112,0.03225806451612904,0.2857142857142857,0,0.11688311688311688,0.14583333333333334,0.011111111111111112,0.06845689033189034,Yangon,Mingalartaungnyunt,NA,NA
MMR013023,5,11,2,9,9,18,0.07736806255515173,0.03267973856209149,0.14285714285714285,0.1875,0.03333333333333333,0.09677419354838711,0.05714285714285715,0.032679738562091505,0.14285714285714285,0.1875,0.03333333333333333,0.09909255368814192,Yangon,Thanlyin,1,11963
MMR013024,0,0,0,0,2,2,0.005709813685346884,0,0,0.04166666666666667,0.0037037037037037095,0,0,0,0,0.041666666666666664,0.003703703703703704,0.011342592592592592,Yangon,Kyauktan,NA,NA
MMR013025,0,1,0,7,2,4,0.016440913658009496,0,0.012987012987012991,0.04166666666666667,0.00740740740740741,0.07526881720430108,0,0,0.012987012987012988,0.041666666666666664,0.007407407407407408,0.015515271765271763,Yangon,Thongwa,NA,NA
MMR013026,3,4,0,5,5,14,0.03451423734876934,0.019607843137254898,0.051948051948051945,0.10416666666666666,0.025925925925925925,0.05376344086021506,0,0.0196078431372549,0.05194805194805195,0.10416666666666667,0.025925925925925925,0.05041212191947487,Yangon,Kayan,NA,NA
MMR013027,3,4,1,12,5,15,0.04946270681991501,0.019607843137254898,0.051948051948051945,0.10416666666666666,0.027777777777777776,0.12903225806451615,0.028571428571428574,0.0196078431372549,0.05194805194805195,0.10416666666666667,0.027777777777777776,0.05087508488243783,Yangon,Twantay,NA,NA
MMR013028,4,1,0,5,5,18,0.03266499693236233,0.026143790849673196,0.012987012987012991,0.10416666666666666,0.03333333333333333,0.05376344086021506,0,0.026143790849673203,0.012987012987012988,0.10416666666666667,0.03333333333333333,0.04415770095917155,Yangon,Kawhmu,NA,NA
MMR013029,1,2,2,2,5,16,0.037837825238855656,0.006535947712418299,0.025974025974025983,0.10416666666666666,0.029629629629629634,0.021505376344086023,0.05714285714285715,0.006535947712418301,0.025974025974025976,0.10416666666666667,0.02962962962962963,0.04157656749568514,Yangon,Kungyangon,NA,NA
MMR013030,0,3,2,3,0,6,0.02302436940711244,0,0.03896103896103897,0,0.011111111111111112,0.03225806451612904,0.05714285714285715,0,0.03896103896103896,0,0.011111111111111112,0.012518037518037518,Yangon,Dala,7,271760
MMR013031,1,0,1,1,0,0,0.008890555286733005,0.006535947712418299,0,0,0,0.010752688172043019,0.028571428571428574,0.006535947712418301,0,0,0,0.0016339869281045752,Yangon,Seikgyikanaungto,NA,NA
MMR013033,2,9,11,45,8,11,0.16345983405390235,0.013071895424836598,0.11688311688311687,0.16666666666666669,0.020370370370370372,0.48387096774193555,0.3142857142857143,0.013071895424836602,0.11688311688311688,0.16666666666666666,0.020370370370370372,0.07924801233624762,Yangon,Kyauktada,NA,NA
MMR013034,0,1,0,1,1,1,0.005660862301545243,0,0.012987012987012991,0.020833333333333336,0.0018518518518518506,0.010752688172043019,0,0,0.012987012987012988,0.020833333333333332,0.001851851851851852,0.008918049543049544,Yangon,Pabedan,NA,NA
MMR013035,0,8,2,2,2,2,0.033361169125157845,0,0.10389610389610389,0.04166666666666667,0.0037037037037037095,0.021505376344086023,0.05714285714285715,0,0.1038961038961039,0.041666666666666664,0.003703703703703704,0.03731661856661857,Yangon,Lanmadaw,NA,NA
MMR013036,0,4,0,0,2,2,0.012142754760930095,0,0.051948051948051945,0.04166666666666667,0.0037037037037037095,0,0,0,0.05194805194805195,0.041666666666666664,0.003703703703703704,0.024329605579605583,Yangon,Latha,NA,NA
MMR013037,1,5,3,1,1,4,0.033284906443480256,0.006535947712418299,0.06493506493506494,0.020833333333333336,0.00740740740740741,0.010752688172043019,0.08571428571428572,0.006535947712418301,0.06493506493506493,0.020833333333333332,0.007407407407407408,0.024927938347055992,Yangon,Ahlone,NA,NA
MMR013038,1,12,5,4,4,9,0.069829290706326555,0.006535947712418299,0.1558441558441558,0.08333333333333334,0.016666666666666673,0.043010752688172046,0.14285714285714285,0.006535947712418301,0.15584415584415584,0.08333333333333333,0.016666666666666666,0.06559502588914354,Yangon,Kyeemyindaing,NA,NA
MMR013039,3,18,19,20,7,11,0.19656340184603954,0.019607843137254898,0.23376623376623376,0.14583333333333334,0.020370370370370372,0.21505376344086025,0.5428571428571429,0.0196078431372549,0.23376623376623376,0.14583333333333334,0.020370370370370372,0.1048944451517981,Yangon,Sanchaung,NA,NA
MMR013040,3,24,13,16,15,23,0.18856873546268987,0.019607843137254898,0.3116883116883116,0.3125,0.0425925925925926,0.17204301075268819,0.37142857142857144,0.0196078431372549,0.3116883116883117,0.3125,0.04259259259259259,0.1715971868545398,Yangon,Hlaing,NA,NA
MMR013041,1,12,9,15,5,5,0.10879212702128396,0.006535947712418299,0.1558441558441558,0.10416666666666666,0.009259259259259262,0.16129032258064516,0.2571428571428571,0.006535947712418301,0.15584415584415584,0.10416666666666667,0.009259259259259259,0.06895150737062501,Yangon,Kamaryut,NA,NA
MMR013042,2,22,5,11,9,9,0.10822097914605744,0.013071895424836598,0.2857142857142857,0.1875,0.016666666666666673,0.11827956989247312,0.14285714285714285,0.013071895424836602,0.2857142857142857,0.1875,0.016666666666666666,0.12573821195144724,Yangon,Mayangone,NA,NA
MMR013043,0,4,1,1,0,0,0.013825677719905482,0,0.051948051948051945,0,0,0.010752688172043019,0.028571428571428574,0,0.05194805194805195,0,0,0.012987012987012988,Yangon,Dagon,NA,NA
MMR013044,0,14,4,8,4,4,0.06829674847242807,0,0.1818181818181818,0.08333333333333334,0.00740740740740741,0.08602150537634409,0.1142857142857143,0,0.18181818181818182,0.08333333333333333,0.007407407407407408,0.06813973063973064,Yangon,Bahan,NA,NA
MMR014001,0,18,17,48,14,15,0.23209219116725455,0,0.23376623376623376,0.2916666666666667,0.027777777777777776,0.5161290322580646,0.4857142857142857,0,0.23376623376623376,0.2916666666666667,0.027777777777777776,0.13830266955266957,Shan-South,Taunggyi,2,1053
MMR014002,0,0,0,4,5,6,0.019434826660238606,0,0,0.10416666666666666,0.011111111111111112,0.043010752688172046,0,0,0,0.10416666666666667,0.011111111111111112,0.028819444444444446,Shan-South,Nyaungshwe,NA,NA
MMR014003,0,0,0,4,0,0,0.004790880759903989,0,0,0,0,0.043010752688172046,0,0,0,0,0,0,Shan-South,Hopong,1,870
MMR014004,0,1,0,5,0,0,0.00759683621877579,0,0.012987012987012991,0,0,0.05376344086021506,0,0,0.012987012987012988,0,0,0.003246753246753247,Shan-South,Hsihseng,2,1194
MMR014005,1,3,4,16,5,14,0.06786535270217313,0.006535947712418299,0.03896103896103897,0.10416666666666666,0.025925925925925925,0.17204301075268819,0.1142857142857143,0.006535947712418301,0.03896103896103896,0.10416666666666667,0.025925925925925925,0.04389739481651247,Shan-South,Kalaw,2,601
MMR014006,0,0,1,1,0,0,0.0073927366443222705,0,0,0,0,0.010752688172043019,0.028571428571428574,0,0,0,0,0,Shan-South,Pindaya,1,2260
MMR014007,0,0,0,3,5,4,0.017498283096327782,0,0,0.10416666666666666,0.00740740740740741,0.03225806451612904,0,0,0,0.10416666666666667,0.007407407407407408,0.02789351851851852,Shan-South,Ywangan,1,2586
MMR014008,2,0,0,3,0,1,0.006958209541716876,0.013071895424836598,0,0,0.0018518518518518506,0.03225806451612904,0,0.013071895424836602,0,0,0.001851851851851852,0.0037309368191721136,Shan-South,Lawksawk,NA,NA
MMR014009,3,1,0,3,0,34,0.022254849122948124,0.019607843137254898,0.012987012987012991,0,0.06296296296296296,0.03225806451612904,0,0.0196078431372549,0.012987012987012988,0,0.06296296296296296,0.023889454771807712,Shan-South,Pinlaung,1,2364
MMR014010,42,20,2,26,23,186,0.2644808085644133,0.27450980392156854,0.2597402597402597,0.47916666666666674,0.3444444444444445,0.2795698924731183,0.05714285714285715,0.27450980392156865,0.2597402597402597,0.4791666666666667,0.34444444444444444,0.33946529369323486,Shan-South,Pekon,3,3567
MMR014011,0,1,2,2,0,0,0.016393708557540344,0,0.012987012987012991,0,0,0.021505376344086023,0.05714285714285715,0,0.012987012987012988,0,0,0.003246753246753247,Shan-South,Loilen,1,116
MMR014013,4,0,0,3,0,3,0.010692670200473178,0.026143790849673196,0,0,0.00555555555555556,0.03225806451612904,0,0.026143790849673203,0,0,0.005555555555555556,0.00792483660130719,Shan-South,Nansang,2,839
MMR014014,0,0,0,1,1,0,0.003683215345682024,0,0,0.020833333333333336,0,0.010752688172043019,0,0,0,0.020833333333333332,0,0.005208333333333333,Shan-South,Kunhing,NA,NA
MMR014015,23,1,0,5,0,1,0.042416076681190094,0.15032679738562088,0.012987012987012991,0,0.0018518518518518506,0.05376344086021506,0,0.1503267973856209,0.012987012987012988,0,0.001851851851851852,0.04129141555612144,Shan-South,Kyethi,NA,NA
MMR014016,10,4,0,12,5,4,0.049688892305802305,0.06535947712418298,0.051948051948051945,0.10416666666666666,0.00740740740740741,0.12903225806451615,0,0.06535947712418301,0.05194805194805195,0.10416666666666667,0.007407407407407408,0.057220400786577266,Shan-South,Mongkaing,NA,NA
MMR014017,0,0,0,1,3,0,0.008654205657094075,0,0,0.0625,0,0.010752688172043019,0,0,0,0.0625,0,0.015625,Shan-South,Monghsu,NA,NA
MMR014019,1,0,0,0,0,0,0.0014978186424107346,0.006535947712418299,0,0,0,0,0,0.006535947712418301,0,0,0,0.0016339869281045752,Shan-South,Mongnai,1,49
MMR014021,2,1,0,0,0,4,0.006081519301586935,0.013071895424836598,0.012987012987012991,0,0.00740740740740741,0,0,0.013071895424836602,0.012987012987012988,0,0.007407407407407408,0.008366578954814248,Shan-South,Mongpan,1,8
MMR015001,20,21,14,25,10,26,0.21486220402348732,0.130718954248366,0.2727272727272727,0.20833333333333331,0.04814814814814815,0.2688172043010753,0.39999999999999997,0.13071895424836602,0.2727272727272727,0.20833333333333334,0.04814814814814815,0.16498192711428006,Shan-North,Lashio,1,29963
MMR015002,25,5,0,4,3,70,0.08359282671948852,0.1633986928104575,0.06493506493506494,0.0625,0.12962962962962962,0.043010752688172046,0,0.16339869281045752,0.06493506493506493,0.0625,0.12962962962962962,0.10511584684378802,Shan-North,Hseni,3,886
MMR015003,0,5,0,1,6,2,0.024890690842626,0,0.06493506493506494,0.125,0.0037037037037037095,0.010752688172043019,0,0,0.06493506493506493,0.125,0.003703703703703704,0.04840969215969216,Shan-North,Mongyai,NA,NA
MMR015004,0,1,0,2,6,1,0.019286058270051365,0,0.012987012987012991,0.125,0.0018518518518518506,0.021505376344086023,0,0,0.012987012987012988,0.125,0.001851851851851852,0.03495971620971621,Shan-North,Tangyan,NA,NA
MMR015005,1,0,0,0,0,0,0.0014978186424107346,0.006535947712418299,0,0,0,0,0,0.006535947712418301,0,0,0,0.0016339869281045752,Shan-North,Pangsang (Panghkam),NA,NA
MMR015009,153,42,12,47,23,301,0.5957044863219239,1,0.5454545454545454,0.47916666666666674,0.5574074074074074,0.5053763440860215,0.34285714285714286,1,0.5454545454545454,0.4791666666666667,0.5574074074074075,0.6455071548821548,Shan-North,Muse,1,200
MMR015010,7,11,4,4,12,9,0.09089691208319711,0.045751633986928095,0.14285714285714285,0.25000000000000006,0.016666666666666673,0.043010752688172046,0.1142857142857143,0.0457516339869281,0.14285714285714285,0.25,0.016666666666666666,0.1138188608776844,Shan-North,Namhkan,2,1376
MMR015011,86,9,9,9,12,61,0.2621812052397704,0.5620915032679736,0.11688311688311687,0.25000000000000006,0.11296296296296296,0.09677419354838711,0.2571428571428571,0.5620915032679739,0.11688311688311688,0.25,0.11296296296296296,0.26048439577851346,Shan-North,Kutkai,3,3859
MMR015012,54,23,9,25,24,24,0.27208753493746207,0.3529411764705882,0.29870129870129863,0.5,0.044444444444444446,0.2688172043010753,0.2571428571428571,0.35294117647058826,0.2987012987012987,0.5,0.044444444444444446,0.2990217299040829,Shan-North,Kyaukme,2,4372
MMR015013,2,1,4,4,2,1,0.03951522112938582,0.013071895424836598,0.012987012987012991,0.04166666666666667,0.0018518518518518506,0.043010752688172046,0.1142857142857143,0.013071895424836602,0.012987012987012988,0.041666666666666664,0.001851851851851852,0.01739435673259203,Shan-North,Nawnghkio,1,718
MMR015014,21,8,4,15,17,26,0.13892406381697212,0.13725490196078427,0.10389610389610389,0.35416666666666674,0.04814814814814815,0.16129032258064516,0.1142857142857143,0.13725490196078433,0.1038961038961039,0.3541666666666667,0.04814814814814815,0.16086645516792578,Shan-North,Hsipaw,1,1531
MMR015015,30,11,1,17,8,6,0.11128183828156679,0.196078431372549,0.14285714285714285,0.16666666666666669,0.011111111111111112,0.18279569892473121,0.028571428571428574,0.19607843137254902,0.14285714285714285,0.16666666666666666,0.011111111111111112,0.1291783380018674,Shan-North,Namtu,3,13241
MMR015016,9,5,1,6,6,10,0.053509969524288194,0.0588235294117647,0.06493506493506494,0.125,0.018518518518518524,0.06451612903225808,0.028571428571428574,0.058823529411764705,0.06493506493506493,0.125,0.018518518518518517,0.06681927821633704,Shan-North,Namhsan,1,200
MMR015017,0,1,0,3,3,0,0.012657881305941872,0,0.012987012987012991,0.0625,0,0.03225806451612904,0,0,0.012987012987012988,0.0625,0,0.018871753246753248,Shan-North,Mongmit,NA,NA
MMR015018,0,0,0,2,0,0,0.0023954403799519943,0,0,0,0,0.021505376344086023,0,0,0,0,0,0,Shan-North,Mabein,NA,NA
MMR015019,5,5,0,0,3,9,0.026311460206357506,0.03267973856209149,0.06493506493506494,0.0625,0.016666666666666673,0,0,0.032679738562091505,0.06493506493506493,0.0625,0.016666666666666666,0.04419536754095577,Shan-North,Manton,1,243
MMR015020,5,1,0,0,0,0,0.009097328480949476,0.03267973856209149,0.012987012987012991,0,0,0,0,0.032679738562091505,0.012987012987012988,0,0,0.011416687887276122,Shan-North,Kunlong,NA,NA
MMR015022,0,1,0,2,0,0,0.004003675648847798,0,0.012987012987012991,0,0,0.021505376344086023,0,0,0.012987012987012988,0,0,0.003246753246753247,Shan-North,Laukkaing,4,2434
MMR015023,1,0,0,0,0,7,0.0040837004511826425,0.006535947712418299,0,0,0.012962962962962963,0,0,0.006535947712418301,0,0,0.012962962962962963,0.004874727668845316,Shan-North,Konkyan,2,7197
MMR016001,0,0,0,5,2,2,0.01169841463522687,0,0,0.04166666666666667,0.0037037037037037095,0.05376344086021506,0,0,0,0.041666666666666664,0.003703703703703704,0.011342592592592592,Shan-East,Kengtung,NA,NA
MMR016006,0,0,0,1,0,0,0.001197720189975998,0,0,0,0,0.010752688172043019,0,0,0,0,0,0,Shan-East,Monghsat,NA,NA
MMR016007,0,3,0,0,0,0,0.00482470580668741,0,0.03896103896103897,0,0,0,0,0,0.03896103896103896,0,0,0.00974025974025974,Shan-East,Mongping,NA,NA
MMR016009,1,4,1,9,1,1,0.027760164724797635,0.006535947712418299,0.051948051948051945,0.020833333333333336,0.0018518518518518506,0.09677419354838711,0.028571428571428574,0.006535947712418301,0.05194805194805195,0.020833333333333332,0.001851851851851852,0.02029229621141386,Shan-East,Tachileik,NA,NA
MMR016010,0,0,0,2,0,0,0.0023954403799519943,0,0,0,0,0.021505376344086023,0,0,0,0,0,0,Shan-East,Monghpyak,NA,NA
MMR016011,0,3,0,0,0,0,0.00482470580668741,0,0.03896103896103897,0,0,0,0,0,0.03896103896103896,0,0,0.00974025974025974,Shan-East,Mongyawng,NA,NA
MMR017001,6,15,15,50,14,31,0.23217039167776965,0.039215686274509796,0.19480519480519476,0.2916666666666667,0.057407407407407414,0.5376344086021506,0.4285714285714286,0.0392156862745098,0.19480519480519481,0.2916666666666667,0.05740740740740741,0.14577373878844468,Ayeyarwady,Pathein,1,365
MMR017002,2,7,0,10,2,5,0.033048534813101195,0.013071895424836598,0.0909090909090909,0.04166666666666667,0.009259259259259262,0.10752688172043012,0,0.013071895424836602,0.09090909090909091,0.041666666666666664,0.009259259259259259,0.038726728064963356,Ayeyarwady,Kangyidaunt,1,290
MMR017003,0,1,0,0,2,2,0.007318048954242687,0,0.012987012987012991,0.04166666666666667,0.0037037037037037095,0,0,0,0.012987012987012988,0.041666666666666664,0.003703703703703704,0.014589345839345838,Ayeyarwady,Thabaung,1,18341
MMR017004,1,3,0,8,1,3,0.019498016185514395,0.006535947712418299,0.03896103896103897,0.020833333333333336,0.00555555555555556,0.08602150537634409,0,0.006535947712418301,0.03896103896103896,0.020833333333333332,0.005555555555555556,0.017971468890586536,Ayeyarwady,Ngapudaw,NA,NA
MMR017005,1,7,0,10,1,6,0.029434632701951846,0.006535947712418299,0.0909090909090909,0.020833333333333336,0.011111111111111112,0.10752688172043012,0,0.006535947712418301,0.09090909090909091,0.020833333333333332,0.011111111111111112,0.032347370766488415,Ayeyarwady,Kyonpyaw,NA,NA
MMR017006,0,9,0,10,3,3,0.035016039847842524,0,0.11688311688311687,0.0625,0.00555555555555556,0.10752688172043012,0,0,0.11688311688311688,0.0625,0.005555555555555556,0.04623466810966811,Ayeyarwady,Yegyi,NA,NA
MMR017007,0,4,0,1,0,0,0.0076306612655592096,0,0.051948051948051945,0,0,0.010752688172043019,0,0,0.05194805194805195,0,0,0.012987012987012988,Ayeyarwady,Kyaunggon,1,290
MMR017008,0,3,1,6,0,1,0.018575455087857084,0,0.03896103896103897,0,0.0018518518518518506,0.06451612903225808,0.028571428571428574,0,0.03896103896103896,0,0.001851851851851852,0.010203222703222704,Ayeyarwady,Hinthada,NA,NA
MMR017009,1,1,0,4,0,0,0.007896934671210526,0.006535947712418299,0.012987012987012991,0,0,0.043010752688172046,0,0.006535947712418301,0.012987012987012988,0,0,0.004880740174857822,Ayeyarwady,Zalun,1,7842
MMR017010,0,1,0,1,0,0,0.0028059554588718014,0,0.012987012987012991,0,0,0.010752688172043019,0,0,0.012987012987012988,0,0,0.003246753246753247,Ayeyarwady,Lemyethna,NA,NA
MMR017011,0,1,2,11,3,2,0.03536849910837723,0,0.012987012987012991,0.0625,0.0037037037037037095,0.11827956989247312,0.05714285714285715,0,0.012987012987012988,0.0625,0.003703703703703704,0.019797679172679175,Ayeyarwady,Myanaung,NA,NA
MMR017012,0,2,0,2,1,0,0.008097406073449626,0,0.025974025974025983,0.020833333333333336,0,0.021505376344086023,0,0,0.025974025974025976,0.020833333333333332,0,0.011701839826839828,Ayeyarwady,Kyangin,1,6315
MMR017013,0,0,1,4,3,1,0.018811794368335754,0,0,0.0625,0.0018518518518518506,0.043010752688172046,0.028571428571428574,0,0,0.0625,0.001851851851851852,0.016087962962962964,Ayeyarwady,Ingapu,NA,NA
MMR017014,0,5,3,11,2,0,0.04477213810866586,0,0.06493506493506494,0.04166666666666667,0,0.11827956989247312,0.08571428571428572,0,0.06493506493506493,0.041666666666666664,0,0.026650432900432897,Ayeyarwady,Myaungmya,2,19656
MMR017015,0,0,1,4,0,0,0.010985897214250261,0,0,0,0,0.043010752688172046,0.028571428571428574,0,0,0,0,0,Ayeyarwady,Einme,2,12384
MMR017016,0,2,1,2,2,2,0.01751674105743676,0,0.025974025974025983,0.04166666666666667,0.0037037037037037095,0.021505376344086023,0.028571428571428574,0,0.025974025974025976,0.041666666666666664,0.003703703703703704,0.017836099086099087,Ayeyarwady,Labutta,2,2538
MMR017017,0,2,1,11,1,1,0.025441315924547292,0,0.025974025974025983,0.020833333333333336,0.0018518518518518506,0.11827956989247312,0.028571428571428574,0,0.025974025974025976,0.020833333333333332,0.001851851851851852,0.012164802789802791,Ayeyarwady,Wakema,1,290
MMR017018,3,6,1,4,2,3,0.03120799012717158,0.019607843137254898,0.0779220779220779,0.04166666666666667,0.00555555555555556,0.043010752688172046,0.028571428571428574,0.0196078431372549,0.07792207792207792,0.041666666666666664,0.005555555555555556,0.036188035820388764,Ayeyarwady,Mawlamyinegyun,2,2635
MMR017019,1,14,2,23,8,8,0.08678996442647999,0.006535947712418299,0.1818181818181818,0.16666666666666669,0.014814814814814814,0.24731182795698928,0.05714285714285715,0.006535947712418301,0.18181818181818182,0.16666666666666666,0.014814814814814815,0.0924589027530204,Ayeyarwady,Maubin,1,8543
MMR017020,0,1,1,6,1,0,0.017475068018804087,0,0.012987012987012991,0.020833333333333336,0,0.06451612903225808,0.028571428571428574,0,0.012987012987012988,0.020833333333333332,0,0.00845508658008658,Ayeyarwady,Pantanaw,2,8071
MMR017021,0,7,1,6,3,1,0.032464881630558363,0,0.0909090909090909,0.0625,0.0018518518518518506,0.06451612903225808,0.028571428571428574,0,0.09090909090909091,0.0625,0.001851851851851852,0.03881523569023569,Ayeyarwady,Nyaungdon,NA,NA
MMR017022,0,3,1,2,1,1,0.016270069483659118,0,0.03896103896103897,0.020833333333333336,0.0018518518518518506,0.021505376344086023,0.028571428571428574,0,0.03896103896103896,0.020833333333333332,0.001851851851851852,0.015411556036556036,Ayeyarwady,Danubyu,NA,NA
MMR017023,0,10,2,10,3,3,0.04901430802543087,0,0.12987012987012986,0.0625,0.00555555555555556,0.10752688172043012,0.05714285714285715,0,0.12987012987012986,0.0625,0.005555555555555556,0.049481421356421355,Ayeyarwady,Pyapon,1,7985
MMR017024,1,2,0,8,0,1,0.014665462386977735,0.006535947712418299,0.025974025974025983,0,0.0018518518518518506,0.08602150537634409,0,0.006535947712418301,0.025974025974025976,0,0.001851851851851852,0.008590456384574032,Ayeyarwady,Bogale,2,3936
MMR017025,0,3,0,6,0,0,0.012011026946543393,0,0.03896103896103897,0,0,0.06451612903225808,0,0,0.03896103896103896,0,0,0.00974025974025974,Ayeyarwady,Kyaiklat,NA,NA
MMR017026,0,1,1,1,0,0,0.009000971913218074,0,0.012987012987012991,0,0,0.010752688172043019,0.028571428571428574,0,0.012987012987012988,0,0,0.003246753246753247,Ayeyarwady,Dedaye,NA,NA
MMR018001,0,2,6,61,3,3,0.12201222138042539,0,0.025974025974025983,0.0625,0.00555555555555556,0.6559139784946236,0.17142857142857143,0,0.025974025974025976,0.0625,0.005555555555555556,0.023507395382395383,Nay Pyi Taw,Zay Yar Thi Ri,NA,NA
MMR018002,0,5,1,3,0,0,0.01782935336875328,0,0.06493506493506494,0,0,0.03225806451612904,0.028571428571428574,0,0.06493506493506493,0,0,0.016233766233766232,Nay Pyi Taw,Za Bu Thi Ri,NA,NA
MMR018003,0,3,1,0,0,0,0.011019722261033683,0,0.03896103896103897,0,0,0,0.028571428571428574,0,0.03896103896103896,0,0,0.00974025974025974,Nay Pyi Taw,Tatkon,NA,NA
MMR018004,1,0,0,0,2,0,0.006468808953822786,0.006535947712418299,0,0.04166666666666667,0,0,0,0.006535947712418301,0,0.041666666666666664,0,0.01205065359477124,Nay Pyi Taw,Det Khi Na Thi Ri,NA,NA
MMR018005,0,2,1,0,2,2,0.015121300677484763,0,0.025974025974025983,0.04166666666666667,0.0037037037037037095,0,0.028571428571428574,0,0.025974025974025976,0.041666666666666664,0.003703703703703704,0.017836099086099087,Nay Pyi Taw,Poke Ba Thi Ri,NA,NA
MMR018006,2,10,5,3,2,29,0.06933016204890595,0.013071895424836598,0.12987012987012986,0.04166666666666667,0.0537037037037037,0.03225806451612904,0.14285714285714285,0.013071895424836602,0.12987012987012986,0.041666666666666664,0.053703703703703705,0.059578098916334206,Nay Pyi Taw,Pyinmana,NA,NA
MMR018007,1,2,0,1,1,2,0.009136327899819198,0.006535947712418299,0.025974025974025983,0.020833333333333336,0.0037037037037037095,0.010752688172043019,0,0.006535947712418301,0.025974025974025976,0.020833333333333332,0.003703703703703704,0.014261752680870326,Nay Pyi Taw,Lewe,NA,NA
MMR018008,0,2,0,4,1,1,0.010862258140369035,0,0.025974025974025983,0.020833333333333336,0.0018518518518518506,0.043010752688172046,0,0,0.025974025974025976,0.020833333333333332,0.001851851851851852,0.012164802789802791,Nay Pyi Taw,Oke Ta Ra Thi Ri,NA,NA
